idempl,CF,az_ragione_soc,data_inizio,data_fine,professione,qualifica,qualifica_codice,rl_ateco,rl_ateco_macro,rl_ateco_settore,saldo,sede_op_ateco,sede_op_comune,sede_op_indirizzo,sede_op_provincia,SLL_nome,tipo_contratto
205,CF_80001020314,CAMERA DEL LAVORO TERRITORIALE DI GORIZIA CGIL,2014-01-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,MONFALCONE,VIA PACINOTTI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
121,CF_01137050314,GREEN CONTROL SRL,2014-04-08,2015-08-09,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERI MECCANICI,2.2.1.1.1.0,FABBRICAZIONE DI ALTRI ARTICOLI METALLICI E MINUTERIA METALLICA NCA,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.99.99,MONFALCONE,VIA GRADO 72,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1714,CF_01507200937,CIMOLAI S.P.A.,2014-04-07,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",STATISTICO ESPERTO IN CONTROLLI DI QUALITÀ,2.1.1.3.2.6,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,MONFALCONE,VIA TIMAVO 69,GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
1708,CF_02545900108,COSTA CROCIERE SPA,2014-02-18,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE NAVALE,2.2.1.1.2.1,TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI,SERVIZI,TRASPORTO E MAGAZZINAGGIO,1,50.10.00,MONFALCONE,P.LE COSULICH 1,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2620,CF_00050880319,EATON  SRL,2014-09-08,2016-09-07,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI ALTRE PARTI ED ACCESSORI PER AUTOVEICOLI E LORO MOTORI NCA,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,29.32.09,MONFALCONE,VIA DEI BAGNI NUOVA,GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
2632,CF_01138620313,MARITIME TECHNOLOGY CLUSTER FVG S.C.AR.L.,2014-03-17,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ESPERTO IN RICERCA OPERATIVA,2.1.1.3.2.2,ATTIVITÀ DI ALTRE ORGANIZZAZIONI ASSOCIATIVE NCA,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.99.90,MONFALCONE,VIA CALLISTO COSULICH 20,GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
1471,CF_02206870996,DE WAVE S.R.L.,2014-06-03,2016-07-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE CIVILE,2.2.1.6.1.2,RIPARAZIONE E MANUTENZIONE DI NAVI COMMERCIALI E IMBARCAZIONI DA DIPORTO (ESCLUSI I LORO MOTORI),INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,33.15.00,MONFALCONE,VIA TERZA ARMATA 4,GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
2553,CF_00072300312,MIPOT S.P.A.,2014-07-14,2014-09-05,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE EDP,2.1.1.4.1.4,-,"NAN","NAN",1,78.10.00,MONFALCONE,"VIALE SAN MARCO, 14",GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
2553,CF_00072300312,MIPOT S.P.A.,2014-07-14,2014-09-05,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE EDP,2.1.1.4.1.4,-,"NAN","NAN",1,78.10.00,MONFALCONE,"VIALE SAN MARCO, 14",GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
293,CF_02545900108,COSTA CROCIERE SPA,2014-12-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ARCHITETTO NAVALE,2.2.2.1.1.5,TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI,SERVIZI,TRASPORTO E MAGAZZINAGGIO,1,50.10.00,MONFALCONE,P.LE COSULICH 1,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
610,CF_02545900108,COSTA CROCIERE SPA,2014-01-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE NAVALE,2.2.1.1.2.1,TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI,SERVIZI,TRASPORTO E MAGAZZINAGGIO,1,50.10.00,MONFALCONE,P.LE COSULICH 1,GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
3689,CF_01137480313,NORD COMPOSITES ITALIA S.R.L.,2014-06-29,2014-12-18,"CONDUTTORI DI IMPIANTI, OPERAI DI MACCHINARI FISSI E MOBILI E CONDUCENTI DI VEICOLI",COADIUTORE CHIMICO DI LABORATORIO (IMPIANTI CHIMICI),7.1.5.2.0.15,-,"NAN","NAN",1,78.10.00,MONFALCONE,"VIALE SAN MARCO, 14",GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
2000,CF_01066650316,EDILGO SRL,2014-09-08,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE CIVILE,2.2.1.6.1.2,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,INDUSTRIA,COSTRUZIONI,1,41.20.00,MONFALCONE,VIA DEL MERCATO 5,GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
2000,CF_01066650316,EDILGO SRL,2014-09-08,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE CIVILE,2.2.1.6.1.2,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,INDUSTRIA,COSTRUZIONI,1,41.20.00,MONFALCONE,VIA DEL MERCATO 5,GORIZIA,MONFALCONE,LAVORO A TEMPO DETERMINATO
1713,CF_03727570404,FLOWING SRL,2014-09-15,2017-08-03,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SVILUPPATORE SOFTWARE,2.1.1.4.1.17,CONSULENZA NEL SETTORE DELLE TECNOLOGIE DELL'INFORMATICA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.02.00,MONFALCONE,VIA GALILEO GALILEI 31                                                                              ,GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
178,CF_90009500316,SPI - CGIL DEL COMPRENSORIO DI GORIZIA,2014-01-01,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,MONFALCONE,VIA PACINOTTI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
178,CF_90009500316,SPI - CGIL DEL COMPRENSORIO DI GORIZIA,2014-01-01,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,MONFALCONE,VIA PACINOTTI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
760,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-10-27,2014-11-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERI MECCANICI,2.2.1.1.1.0,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO DETERMINATO
985,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-10-06,2015-07-27,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CONSULENTE PER LE APPLICAZIONI INFORMATICHE INDUSTRIALI,2.1.1.4.1.8,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
985,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-10-06,2015-07-27,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CONSULENTE PER LE APPLICAZIONI INFORMATICHE INDUSTRIALI,2.1.1.4.1.8,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1083,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-11-01,2016-10-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CONSULENTE PER LE APPLICAZIONI INFORMATICHE INDUSTRIALI,2.1.1.4.1.8,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2426,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-04-20,2016-03-12,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
778,CF_MRZNDR65T17E098Y,LATTERIA MONTANARI DI MARIZZA ANDREA,2014-02-03,2014-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",STATISTICO ESPERTO IN CONTROLLI DI QUALITÀ,2.1.1.3.2.6,PRODUZIONE DEI DERIVATI DEL LATTE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,10.51.20,VILLESSE,VIA AQUILEIA 2,GORIZIA,GORIZIA,LAVORO A TEMPO DETERMINATO  PER SOSTITUZIONE
2552,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-01-30,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
3060,CF_11574560154,IKEA ITALIA RETAIL SRL,2014-10-13,2015-04-12,PROFESSIONI QUALIFICATE NELLE ATTIVITA’ COMMERCIALI E NEI SERVIZI,AUSILIARIO DI VENDITA,5.1.2.2.0.7,COMMERCIO AL DETTAGLIO DI MOBILI PER LA CASA,SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,1,47.59.10,VILLESSE,LOC. MARANUZ 1,GORIZIA,GORIZIA,TIROCINIO
1035,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-02-17,2014-09-01,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO DETERMINATO
1035,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-02-17,2014-09-01,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO DETERMINATO
1035,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-10-03,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
1035,CF_00040990319,GORIZIANE GROUP S.P.A.,2014-10-03,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.11.00,VILLESSE,"VIA AQUILEIA, 7",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
3476,CF_02036400303,MERCURIO SISTEMI SRL,2014-10-13,NA,PROFESSIONI TECNICHE,PROGRAMMATORE INFORMATICO,3.1.2.1.0.1,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,LIGNANO SABBIADORO,"CORSO DEGLI ALISEI, 11/B",UDINE,LATISANA,APPRENDISTATO PROFESSIONALIZZANTE O CONTRATTO DI MESTIERE
3431,CF_00193200300,BAT SRL,2014-06-01,2014-08-31,PROFESSIONI QUALIFICATE NELLE ATTIVITA’ COMMERCIALI E NEI SERVIZI,COMMESSO DI BANCO,5.1.2.2.0.8,SUPERMERCATI,SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,1,47.11.20,LIGNANO SABBIADORO,CORSO DELLE NAZIONI 75/B - ET VOILA',UDINE,LATISANA,LAVORO A TEMPO DETERMINATO
154,CF_90017110314,LEGA DISTRETTUALE SPI - CGIL RONCHI DEI LEGIONARI,2014-01-01,2014-02-21,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,RONCHI DEI LEGIONARI,VIA VERDI 70,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
154,CF_90017110314,LEGA DISTRETTUALE SPI - CGIL RONCHI DEI LEGIONARI,2014-01-01,2014-02-21,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,RONCHI DEI LEGIONARI,VIA VERDI 70,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
618,CF_00401990585,LEONARDO SPA,2014-01-01,2016-06-22,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AEROSPAZIALE,2.2.1.1.3.2,"FABBRICAZIONE DI AEROMOBILI, DI VEICOLI SPAZIALI E DEI RELATIVI DISPOSITIVI NCA",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,30.30.09,RONCHI DEI LEGIONARI,VIA M. STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
618,CF_00401990585,LEONARDO SPA,2014-01-01,2016-06-22,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AEROSPAZIALE,2.2.1.1.3.2,"FABBRICAZIONE DI AEROMOBILI, DI VEICOLI SPAZIALI E DEI RELATIVI DISPOSITIVI NCA",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,30.30.09,RONCHI DEI LEGIONARI,VIA M. STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
618,CF_10111831003,SELEX ES SPA,2014-01-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,FABBRICAZIONE DI ALTRI APPARECCHI ELETTRICI ED ELETTRONICI PER TELECOMUNICAZIONI,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,30.30.09,RONCHI DEI LEGIONARI,"VIA MARIO STOPPANI, 21",GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
618,CF_10111831003,SELEX ES SPA,2014-01-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,FABBRICAZIONE DI ALTRI APPARECCHI ELETTRICI ED ELETTRONICI PER TELECOMUNICAZIONI,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,30.30.09,RONCHI DEI LEGIONARI,"VIA MARIO STOPPANI, 21",GORIZIA,MONFALCONE,LAVORO A TEMPO INDETERMINATO
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-01-30,2014-02-28,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-01-30,2014-02-28,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-01-30,2014-02-28,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-01-30,2014-02-28,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-03-31,2014-05-31,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-03-31,2014-05-31,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-03-31,2014-05-31,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-03-31,2014-05-31,PROFESSIONI TECNICHE,TECNICO DI VOLO,3.1.6.2.2.4,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-06-17,2014-07-04,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-06-17,2014-07-04,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-06-17,2014-07-04,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-06-17,2014-07-04,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-09-06,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
108,CF_02394030304,WORLD WIDE SERVICE SRL,2014-09-06,2014-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE AERONAUTICO,2.2.1.1.3.1,ALTRE ATTIVITÀ DI CONSULENZA TECNICA NCA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.90.93,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,GORIZIA,MONFALCONE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
